Lokacija,lang,long,atd
"BIZOVIŠKA CESTA 51, 1261 LJUBLJANA - DOBRUNJE",46.0377668,14.5725065,0.0
"ULICA KNEZA KOCLJA 10, 2000 MARIBOR",46.556943399999994,15.649097891691424,0.0
"PARTIZANSKA ULICA 14, 6215 DIVAČA",45.6859377,13.9707717,0.0
"PREČNA ULICA 7, 4260 BLED",46.37974385,14.105431275446428,0.0
"RAKULK 31, 4226 ŽIRI",46.0582314,14.117773,0.0
"LEGENSKA CESTA 42, 2380 SLOVENJ GRADEC",46.509789850000004,15.090392680459544,0.0
"TRIGLAVSKA CESTA 16, 4260 BLED",46.37529415,14.085860629976114,0.0
"VRHPOLJE 80B, 5271 VIPAVA",45.8639416,13.9620215,0.0
"TOMŠIČEVA CESTA 9, 1330 KOČEVJE",45.6415442,14.861668480153416,0.0
"KOLIČEVO 56, 1230 DOMŽALE",46.1464214,14.6007931,0.0
"STAROŽIROVSKA CESTA 11, 4226 ŽIRI",46.0426502,14.1050602,0.0
"BOROVŠKA CESTA 75, 4280 KRANJSKA GORA",46.484646,13.786132071926122,0.0
"VAŠKA CESTA 71, 8323 URŠNA SELA",45.7192716,15.1250464,0.0
"ULICA JOŽETA JAME 8, 1000 LJUBLJANA",46.088933049999994,14.476013249826286,0.0
"POLJE 9B, 6310 IZOLA - ISOLA",45.5373261,13.671373593865223,0.0
"SPODNJA VOLIČINA 97K, 2232 VOLIČINA",46.53497875,15.818845210931899,0.0
"VOJKOVA CESTA 100, 1000 LJUBLJANA",46.0804012,14.523533134897594,0.0
"POT NA LISICE 2, 4260 BLED",46.368379000000004,14.129747224382921,0.0
"TAVČARJEVA ULICA 3, 1000 LJUBLJANA",46.054918,14.5054276,0.0
"MIHOVO 1A, 8310 ŠENTJERNEJ",45.8044936,15.328103,0.0
"ANDRAŽ NAD POLZELO 130, 3313 POLZELA",46.3338159,15.0847401,0.0
"DOSLOVČE 39, 4274 ŽIROVNICA",46.3929992,14.160558,0.0
"MOHORINI 26B, 5292 RENČE",45.8769148,13.6844145,0.0
"ERJAVČEVA ULICA 18, 5000 NOVA GORICA",45.9544385,13.6403321,0.0
"ULICA RAJKA SLAPERNIKA 35, 2235 SV. TROJICA V SLOV. GORICAH",46.5653581,15.870549227003643,0.0
"VALVASORJEVA ULICA 85, 2000 MARIBOR",46.55651935,15.6263404091359,0.0
"STIČNA 1, 1295 IVANČNA GORICA",45.9447062,14.8003703,0.0
"ULICA ARHITEKTA NOVAKA 2, 9000 MURSKA SOBOTA",46.658760099999995,16.166800673059456,0.0
"BUKOVŽLAK 7, 3221 TEHARJE",46.2395528,15.3229632,0.0
"NASELJE ALEŠA KAPLE 20, 1430 HRASTNIK",46.14553,15.0848158,0.0
"PRELOVČEVA ULICA 3, 5280 IDRIJA",46.0009288,14.0191517,0.0
"TODRAŽ 12, 4224 GORENJA VAS",46.0832578,14.1609843,0.0
"ZEMLJEMERSKA ULICA 16, 1000 LJUBLJANA",46.0462274,14.518607847031586,0.0
"OB ŽELEZNICI 30A, 1000 LJUBLJANA",46.0601814,14.5373237,0.0
"STARA ULICA 10, 2390 RAVNE NA KOROŠKEM",46.5456321,14.9657076,0.0
"GORIČICA PRI IHANU 1C, 1230 DOMŽALE",46.12029,14.6268898,0.0
"ULICA LACKOVE ČETE 33, 2250 PTUJ",46.4301641,15.8816888,0.0
"CESTA V LOKROVEC 48, 3000 CELJE",46.2442335,15.2573954,0.0
"HUDI KOT 24, 2364 RIBNICA NA POHORJU",46.5270994,15.2752689,0.0
"ŽUPANČIČEVA ULICA 21, 6330 PIRAN - PIRANO",45.5256295,13.5684772,0.0
"ULICA VINKA VODOPIVCA 119, 5000 NOVA GORICA",45.9596212,13.688632911032496,0.0
"ZABRV 81, 1292 IG",45.9569701,14.529141,0.0
"OB KOPRIVNICI 21, 3000 CELJE",46.2501816,15.2542638,0.0
"KRANJSKA POT 3, 1218 KOMENDA",46.20499,14.5361797,0.0
"OREHOVLJE 2, 4000 KRANJ",46.2653024,14.39073,0.0
"PODSKRAJNIK 44, 1380 CERKNICA",45.7952471,14.3419515,0.0
"ZADOBROVA 48, 3211 ŠKOFJA VAS",46.2642224,15.2832775,0.0
"POD SLEMENOM 30, 4294 KRIŽE",46.3363197,14.3049361,0.0
"VANGANELSKA CESTA 20, 6000 KOPER - CAPODISTRIA",45.527822900000004,13.739133799084254,0.0
"ARCLIN 65B, 3211 ŠKOFJA VAS",46.2702689,15.2912645,0.0
"POLJSKA POT 4, 1000 LJUBLJANA",46.0570309,14.5520327,0.0
"CESTA 3. JULIJA 13, 1430 HRASTNIK",46.1485429,15.0843603,0.0
"SOČA 50, 5232 SOČA",46.3422095,13.6854336,0.0
"DELAVSKA ULICA 5, 3000 CELJE",46.2372729,15.2762721,0.0
"Zreče, 3214 Zreče",46.39094765,15.373168796517287,0.0
"STUDENEC 7, 6230 POSTOJNA",45.765509249999994,14.146859599999999,0.0
"CESTA KRŠKIH ŽRTEV 46, 8270 KRŠKO",45.96356275,15.485729268305551,0.0
"KOVINARSKA CESTA 5, 1241 KAMNIK",46.2177292,14.6061943,0.0
"NASELJE HEROJA MAROKA 17, 8290 SEVNICA",46.01162355,15.299630900539997,0.0
"MARKEČICA 11, 2317 OPLOTNICA",46.367999299999994,15.444620453633444,0.0
"PARTIZANSKA CESTA 16, 1381 RAKEK",45.8124178,14.3203972,0.0
"CESTA KRŠKIH ŽRTEV 147, 8270 KRŠKO",45.9570683,15.4865079,0.0
"MEŠKOVA ULICA 24, 2380 SLOVENJ GRADEC",46.5088327,15.0799768,0.0
"GORIŠKA CESTA 40, 5270 AJDOVŠČINA",45.8868751,13.898678,0.0
"KURIRSKA POT 11, 4281 MOJSTRANA",46.4593213,13.938823,0.0
"LAZE 19, 4000 KRANJ",46.2313387,14.328879660494884,0.0
"ROGAŠKA CESTA 11A, 2250 PTUJ",46.4107573,15.8556925,0.0
"PODŠMIHEL 30, 3270 LAŠKO",46.1569021,15.2313711,0.0
"LIPNICA 8, 4245 KROPA",46.3035216,14.2181494,0.0
"CANKARJEVA ULICA 33, 8210 TREBNJE",45.90912125,15.010249764659221,0.0
"TOMŠIČEVA ULICA 4, 5280 IDRIJA",46.0049337,14.0279528,0.0
"GRAŠKA CESTA 41, 1270 LITIJA",46.0680837,14.8186442,0.0
"KOKRŠKI BREG 2, 4000 KRANJ",46.24195585,14.357279600000002,0.0
"DOLENJSKA CESTA 55, 1000 LJUBLJANA",46.034283,14.526336359931506,0.0
"LETALIŠKA CESTA 38A, 1000 LJUBLJANA",46.0614736,14.57317778534282,0.0
"ADAMIČEVA ULICA 2, 8000 NOVO MESTO",45.798396,15.170663817200913,0.0
"LJUBGOJNA 1B, 1354 HORJUL",46.02205815,14.289826467586197,0.0
"CANKARJEVA ULICA 56, 5000 NOVA GORICA",45.9615496,13.645927864593647,0.0
"GABRJE 20A, 1356 DOBROVA",46.072790850000004,14.399604975875645,0.0
"SAVSKA CESTA 1, 4000 KRANJ",46.23568695,14.355762945854316,0.0
"DOBRAVICA 10, 4244 PODNART",46.2905043,14.2403804,0.0
"ULICA NIKOLE TESLE 4, 4000 KRANJ",46.23569395,14.36380329719502,0.0
"DOLINA 33H, 9201 PUCONCI",46.7380709,16.194474029856927,0.0
"LIPOVA ULICA 5, 1230 DOMŽALE",46.1211053,14.6162629,0.0
"POTRČEVA CESTA 28, 2250 PTUJ",46.4255728,15.8780854,0.0
"BRANIK 33J, 5295 BRANIK",45.848003,13.8138764,0.0
"BLEJSKA CESTA 6, 4260 BLED",46.3886783,14.1076568,0.0
"MOSTE 41, 4274 ŽIROVNICA",46.4009019,14.1331156,0.0
"PREKORJE 21, 3211 ŠKOFJA VAS",46.2642224,15.2832775,0.0
"JAVORNIK 56, 2390 RAVNE NA KOROŠKEM",46.5426127,14.9719719,0.0
"MALA VAS PRI GROSUPLJEM 1B, 1290 GROSUPLJE",45.93485485,14.626228814174532,0.0
"KIDRIČEVA ULICA 30, 3000 CELJE",46.2365876,15.2633188,0.0
"LJUBLJANSKA ULICA 100, 2000 MARIBOR",46.53778365,15.63757,0.0
"KOROŠKA CESTA 37C, 3320 VELENJE",46.3709669,15.0979769,0.0
"SINJA GORICA 1A, 1360 VRHNIKA",45.9789151,14.309870605517242,0.0
"TUPALIČE 55B, 4205 PREDDVOR",46.2949493,14.4302683,0.0
"DOBLIČE 53, 8340 ČRNOMELJ",45.5586842,15.144002,0.0
"POD LIPAMI 5, 1218 KOMENDA",46.190737049999996,14.52046105,0.0
"DOBRAVICA 32, 8310 ŠENTJERNEJ",45.8420483,15.3300084,0.0
"VETRINJSKA ULICA 30, 2000 MARIBOR",46.559568,15.6486422,0.0
"KAČIČE-PARED 25, 6215 DIVAČA",45.6500394,13.9753419,0.0
"CESTA MARŠALA TITA 4, 4270 JESENICE",46.436220750000004,14.058992855172754,0.0
"CESTA NA DOBROVO 104, 3000 CELJE",46.2464112,15.2661798,0.0
"LOKAVSKA CESTA 5, 6210 SEŽANA",45.70173525,13.872959198403223,0.0
"ILIJEVA ULICA 5, 2000 MARIBOR",46.545445799999996,15.653940851806304,0.0
"FRANKOVO NASELJE 51A, 4220 ŠKOFJA LOKA",46.1697375,14.3278284,0.0
"BIZOVIŠKA CESTA 6, 1261 LJUBLJANA - DOBRUNJE",46.0376192,14.5709982,0.0
"KOLODVORSKA CESTA 10, 1420 TRBOVLJE",46.130803,15.03604020643491,0.0
"PARIŽLJE 13, 3314 BRASLOVČE",46.2816375,15.0552363,0.0
"VELIKI OTOK 44S, 6230 POSTOJNA",45.7860092,14.1948404,0.0
"ZA HRIBOM 20, 1236 TRZIN",46.1334545,14.5601899,0.0
"PAMEČE 7B, 2380 SLOVENJ GRADEC",46.5331174,15.072624,0.0
"POHORSKA ULICA 7, 2000 MARIBOR",46.5391599,15.605481225044326,0.0
"POT V LEŠJE 1, 3212 VOJNIK",46.281579449999995,15.30223837376015,0.0
"RADNA 5A, 8294 BOŠTANJ",46.00401155,15.29338902979063,0.0
"PUŠENCI 13, 2270 ORMOŽ",46.40843105,16.17844935,0.0
"PODGORICA 26, 1312 VIDEM - DOBREPOLJE",45.842202400000005,14.697683402938445,0.0
"MOLKOVA POT 11, 1241 KAMNIK",46.2323697,14.6115261,0.0
"ULICA HEROJA MEGLE 4, 2270 ORMOŽ",46.4090105,16.1442031,0.0
"PARECAG 301, 6333 SEČOVLJE - SICCIOLE",45.4826802,13.6383271,0.0
"PRISOJE 1, 6000 KOPER - CAPODISTRIA",45.5345765,13.7260373,0.0
"KRASINEC 55A, 8332 GRADAC",45.6020061,15.2670479,0.0
"SV. LOVRENC 82, 3312 PREBOLD",46.2361868,15.1061474,0.0
"GORIČICA 22B, 3230 ŠENTJUR",46.2374624,15.3700427,0.0
"VANGANELSKA CESTA 26A, 6000 KOPER - CAPODISTRIA",45.5306616,13.7379201,0.0
"ROŽENGRUNT 37, 2233 SV. ANA V SLOV. GORICAH",46.678128,15.825005353422878,0.0
"ALPSKA CESTA 34, 4248 LESCE",46.360229000000004,14.161842029110776,0.0
"GORNJA BISTRICA 57, 9232 ČRENŠOVCI",46.55292775,16.252708923778705,0.0
"TOLSTOJEVA ULICA 63, 1000 LJUBLJANA",46.0773614,14.504689094955966,0.0
"PEČKE 30C, 2321 MAKOLE",46.3337788,15.6746345,0.0
"DREŠINJA VAS 46A, 3301 PETROVČE",46.2451171,15.2025609,0.0
"DUNAJSKA CESTA 21, 1000 LJUBLJANA",46.06131155,14.506948540236323,0.0
"GREGORČIČEVA ULICA 16, 5000 NOVA GORICA",45.952024050000006,13.647650011655994,0.0
"STUDENEC 11, 1260 LJUBLJANA - POLJE",46.05566265,14.570078068004737,0.0
"ANDREJCI 17, 9221 MARTJANCI",46.7220456,16.226498914717013,0.0
"HERCEGOVŠČAK 41A, 9250 GORNJA RADGONA",46.67412515,15.963568850973534,0.0
"TOMŠIČEVA ULICA 1, 1000 LJUBLJANA",46.0518212,14.5025843,0.0
"KOCJAN 17, 9244 SVETI JURIJ OB ŠČAVNICI",46.6058722,16.028549168625915,0.0
"CIKAVA 40A, 1290 GROSUPLJE",45.9670183,14.6326764,0.0
"CESTA LJUBLJANSKE BRIGADE 9A, 1000 LJUBLJANA",46.08180945,14.48284759464022,0.0
"VILHARJEV PODHOD 10, 1000 LJUBLJANA",46.0600264,14.5158658,0.0
"DOLE 39, 3230 ŠENTJUR",46.2459833,15.385009,0.0
"VOJKOVA ULICA 15, 3000 CELJE",46.236348899999996,15.251788002788244,0.0
"BOROVCI 64, 2281 MARKOVCI",46.4183437,15.954513408495881,0.0
"STUDENICE 4, 2319 POLJČANE",46.3009239,15.6134008,0.0
"TESTENOVA ULICA 55, 1234 MENGEŠ",46.1502468,14.563872199519793,0.0
"ŠOLSKA ULICA 28, 9251 TIŠINA",46.65449,16.0945772,0.0
"SVETINA 2, 3220 ŠTORE",46.1865778,15.3035573,0.0
"IGRIŠKA ULICA 8, 1000 LJUBLJANA",46.0488035,14.5004907,0.0
"KOPALIŠKA CESTA 12, 4240 RADOVLJICA",46.3453269,14.174366459647281,0.0
"ČAKOVA 14, 9244 SVETI JURIJ OB ŠČAVNICI",46.5755693,16.02022283008177,0.0
"LJUBLJANSKA CESTA 1A, 3000 CELJE",46.22973125,15.260895375771604,0.0
"PREŠERNOVA ULICA 7, 9240 LJUTOMER",46.5191402,16.19439,0.0
"TRG GOLOBARSKIH ŽRTEV 8, 5230 BOVEC",46.3378402,13.5519213,0.0
"PARTIZANSKA ULICA 23C, 6000 KOPER - CAPODISTRIA",45.5303263,13.7429659,0.0
"OB ZELENI JAMI 3, 1000 LJUBLJANA",46.059566200000006,14.525123499999996,0.0
"DETELOVA ULICA 16, 4000 KRANJ",46.23606295,14.34161769813889,0.0
"BINKELJ 42, 4220 ŠKOFJA LOKA",46.1751556,14.2966394,0.0
"NA GMAJNI 1, 1000 LJUBLJANA",46.10931655,14.462220963087027,0.0
"SLIVNIŠKA ULICA 20, 2000 MARIBOR",46.529025250000004,15.668210200000004,0.0
"POHORSKA CESTA 12, 2380 SLOVENJ GRADEC",46.51024,15.0825918,0.0
"VIRMAŠE 190, 4220 ŠKOFJA LOKA",46.1785271,14.3233021,0.0
"INDUSTRIJSKA CESTA 2A, 5000 NOVA GORICA",45.9561643,13.661718899651934,0.0
"SEIDLOVA CESTA 8, 8000 NOVO MESTO",45.8074279,15.1645996,0.0
"LJUBLJANSKA CESTA 10A, 1236 TRZIN",46.131927,14.562325263846834,0.0
"CESTA NA LENIVEC 6, 6210 SEŽANA",45.70740735,13.863314953829757,0.0
"SPODNJA BELA 3, 4205 PREDDVOR",46.2937571,14.3863994,0.0
"OLŠEVEK 10A, 4205 PREDDVOR",46.2791366,14.4370092,0.0
"TRG BROLO 1, 6000 KOPER - CAPODISTRIA",45.5484429,13.730820876257862,0.0
"INDUSTRIJSKA ULICA 4, 2342 RUŠE",46.540157300000004,15.517091190939393,0.0
"LAZE 22, 4000 KRANJ",46.2322083,14.3280395,0.0
"ČEVLJARSKA ULICA 5, 1230 DOMŽALE",46.1536907,14.5966375,0.0
"NORŠINSKA ULICA 25, 9000 MURSKA SOBOTA",46.663864,16.18605843833806,0.0
"ZAVRH NAD DOBRNO 9, 3204 DOBRNA",46.3460155,15.2405914,0.0
"ŠENTJANŽ 7, 8297 ŠENTJANŽ",46.0143027,15.1633832,0.0
"POLJANSKA CESTA 65A, 4224 GORENJA VAS",46.107747,14.148615,0.0
"ŽANOVA ULICA 26, 4000 KRANJ",46.24418765,14.36187745,0.0
"RIBIŠKA ULICA 11, 2310 SLOVENSKA BISTRICA",46.39797365,15.56073085937854,0.0
"TRUBARJEVA CESTA 23, 1000 LJUBLJANA",46.0524849,14.5091143,0.0
"JURČIČEV TRG 3, 1000 LJUBLJANA",46.0484235,14.505286,0.0
"GANČANI 41, 9231 BELTINCI",46.62725815,16.24840284589766,0.0
"MAHOVNIK 90, 1330 KOČEVJE",45.65524069999999,14.84572985237407,0.0
"SMOLETOVA ULICA 18, 1000 LJUBLJANA",46.06170135,14.504631001357932,0.0
"ZAGREBŠKA CESTA 40A, 2000 MARIBOR",46.531803249999996,15.66214913956111,0.0
"FRANKOVO NASELJE 85, 4220 ŠKOFJA LOKA",46.1706473,14.3310809,0.0
"POSLOVNA CONA A 24, 4208 ŠENČUR",46.2374652,14.408546894868163,0.0
"GLAVNA ULICA 97, 9220 LENDAVA - LENDVA",46.570449550000006,16.448098507996534,0.0
"DRAŠIČI 2B, 8330 METLIKA",45.6596961,15.372064,0.0
"ŽABNICA 70, 4209 ŽABNICA",46.2000053,14.3321993,0.0
"ŠOLSKA ULICA 5, 2310 SLOVENSKA BISTRICA",46.39231075,15.563305156904509,0.0
"VELIKA PRISTAVA 23, 6257 PIVKA",45.6582955,14.1839412,0.0
"ČEVLJARSKA ULICA 9, 6000 KOPER - CAPODISTRIA",45.5475382,13.7298946,0.0
"KIDRIČEVA CESTA 1, 1270 LITIJA",46.05912,14.825881,0.0
"OBRTNA ULICA 43, 9000 MURSKA SOBOTA",46.66911585,16.173891246822244,0.0
"OBRTNA ULICA 32, 9000 MURSKA SOBOTA",46.669164550000005,16.17645576161633,0.0
"PESJE 25, 8270 KRŠKO",45.9410025,15.5529135,0.0
"ULICA RADA PUŠENJAKA 47, 9240 LJUTOMER",46.523868,16.180436594199275,0.0
"MARKIŠAVSKA ULICA 2, 9000 MURSKA SOBOTA",46.6685231,16.1746342,0.0
"BOŠTANJ 28A, 8294 BOŠTANJ",46.0114156,15.2876393,0.0
"VELIKI OTOK 44, 6230 POSTOJNA",45.785739,14.1961815,0.0
"TRG TALCEV 1, 1241 KAMNIK",46.22687995,14.61129238918517,0.0
"JADRANSKA CESTA 18A, 6280 ANKARAN - ANCARANO",45.5724754,13.7464538,0.0
"INDUSTRIJSKA ULICA 9, 2000 MARIBOR",46.55973,15.65919129924253,0.0
"TOLEDOVA ULICA 6, 2342 RUŠE",46.540191,15.50320715320585,0.0
"MARIBORSKA CESTA 111, 3000 CELJE",46.245232349999995,15.277415102079361,0.0
"CESTA 2. GRUPE ODREDOV 17, 1295 IVANČNA GORICA",45.937617599999996,14.804911424297188,0.0
"TRNOVELJSKA CESTA 35A, 3000 CELJE",46.2524135,15.2925892,0.0
"VALVAZORJEVA ULICA 4, 1234 MENGEŠ",46.1696266,14.575331,0.0
"LJUBLJANSKA CESTA 87, 1230 DOMŽALE",46.1413754,14.5947481,0.0
"GORIŠKA CESTA 6D, 5271 VIPAVA",45.83558435,13.95599230398872,0.0
"DELAVSKA ULICA 11, 4270 JESENICE",46.43345335,14.063578852310627,0.0
"BRINJE CESTA I 55, 1290 GROSUPLJE",45.9592167,14.6560027,0.0
"PROLETARSKA CESTA 2A, 1000 LJUBLJANA",46.0577181,14.5330058,0.0
"STRANSKA VAS 23, 8360 ŽUŽEMBERK",45.82735,14.9295271,0.0
"KOROŠKA CESTA 67A, 2360 RADLJE OB DRAVI",46.6154527,15.211439950893316,0.0
"ZGORNJA LOŽNICA 1, 2316 ZGORNJA LOŽNICA",46.3820932,15.5159371,0.0
"ŠLOSARJEVA ULICA 4, 1000 LJUBLJANA",46.0831443,14.4741753,0.0
"MIREN 1, 5291 MIREN",45.8963502,13.6247151,0.0
"DOLGA BRDA 114, 2391 PREVALJE",46.5495183,14.8904945,0.0
"SADARJEVA ULICA 13, 1218 KOMENDA",46.2040406,14.53778,0.0
"OTOKI 16, 4228 ŽELEZNIKI",46.224179,14.1629152,0.0
"VIRSKA CESTA 1, 1230 DOMŽALE",46.148278149999996,14.616059267784918,0.0
"ŠENTRUPERT 35, 3271 ŠENTRUPERT",46.25550615,15.07218325,0.0
"DRAVSKA ULICA 11, 2250 PTUJ",46.4186681,15.8679837,0.0
"HRAST PRI JUGORJU 1A, 8331 SUHOR",45.689367,15.2755244,0.0
"LETALIŠKA CESTA 33D, 1000 LJUBLJANA",46.0631161,14.563345748740534,0.0
"ČOPOVA ULICA 16, 9000 MURSKA SOBOTA",46.65484265,16.172585129172585,0.0
"ŠTORJE 41A, 6210 SEŽANA",45.7378534,13.9301119,0.0
"SLOMŠKOVA ULICA 21, 9000 MURSKA SOBOTA",46.657858149999996,16.166950854555715,0.0
"MEŽA 134, 2370 DRAVOGRAD",46.5857273,15.0239683,0.0
"CESTA NA ROGLO 20B, 3214 ZREČE",46.3857654,15.3775064,0.0
"PAKA PRI VELENJU 40F, 3320 VELENJE",46.3746546,15.1441994,0.0
"POT NA BREG 9, 5250 SOLKAN",45.972115450000004,13.642013147426573,0.0
"GORICA 39, 9201 PUCONCI",46.7027624,16.14299736872327,0.0
"KOŠNICA PRI CELJU 40, 3000 CELJE",46.212491,15.2394435,0.0
"CELOVŠKA CESTA 175, 1000 LJUBLJANA",46.07465985,14.483792035522022,0.0
"KRUPA 10, 8333 SEMIČ",45.636296,15.2172792,0.0
"GREGORČIČEVA ULICA 7, 1000 LJUBLJANA",46.04795705,14.501640907560805,0.0
"KRTINA 41, 1233 DOB",46.1499512,14.6492084,0.0
"V MURGLAH 86, 1000 LJUBLJANA",46.0345377,14.49866064149877,0.0
"MAISTROVA ULICA 1, 1270 LITIJA",46.0565431,14.8355472,0.0
"DANKOVCI 32A, 9202 MAČKOVCI",46.7753589,16.163943380284366,0.0
"ŠAFARSKO 24D, 9246 RAZKRIŽJE",46.5199941,16.286815940079855,0.0
"VESELOVA ULICA 10, 2000 MARIBOR",46.54300565,15.62318167871955,0.0
"MALA KOSTREVNICA 28A, 1275 ŠMARTNO PRI LITIJI",46.041882,14.8531813,0.0
"RENKOVCI 44A, 9224 TURNIŠČE",46.63546825,16.296015806859156,0.0
"STANEŽIČE 51, 1210 LJUBLJANA - ŠENTVID",46.1161769,14.441575937131436,0.0
"SPODNJA REČICA 18, 3270 LAŠKO",46.1685202,15.1865617,0.0
"ULICA TRINKA ZAMEJSKEGA 8, 5250 SOLKAN",45.96566425,13.6434596,0.0
"BETANJA 2, 6215 DIVAČA",45.6670112,13.9936934,0.0
"NOVA VAS 1A, 1385 NOVA VAS",45.7734558,14.504656980343054,0.0
"GORIŠKA CESTA 3, 5271 VIPAVA",45.8488336,13.9560259,0.0
"BREG PRI BOROVNICI 56, 1353 BOROVNICA",45.93296855,14.361938473134412,0.0
"METELKOVA ULICA 4, 1000 LJUBLJANA",46.05608365,14.515912673543074,0.0
"KOVAŠKA CESTA 100, 2344 LOVRENC NA POHORJU",46.5362757,15.3916767,0.0
"VAJDOVA ULICA 2, 8333 SEMIČ",45.651884249999995,15.183281292809689,0.0
"SLOVENSKA CESTA 83, 1234 MENGEŠ",46.1579079,14.569748573372875,0.0
"NOVA VAS 11, 1385 NOVA VAS",45.7710402,14.5132208,0.0
"PTUJSKA CESTA 35, 2331 PRAGERSKO",46.3947519,15.660901215788737,0.0
"PREŠERNOVA CESTA 36, 4260 BLED",46.3711785,14.1090738,0.0
"CELOVŠKA CESTA 206, 1000 LJUBLJANA",46.0566647,14.5014467,0.0
"JUGOVA ULICA 20, 2342 RUŠE",46.5458157,15.5226836,0.0
"MARIBORSKA CESTA 40, 2312 OREHOVA VAS",46.47409385,15.655190908966599,0.0
"MIHOV ŠTRADON 23, 1000 LJUBLJANA",46.0264088,14.5212623,0.0
"TIRANOVA ULICA 44A, 1000 LJUBLJANA",46.0379166,14.4474922,0.0
"ZGORNJA ŠČAVNICA 65A, 2233 SV. ANA V SLOV. GORICAH",46.6556238,15.8402876,0.0
"DUNAJSKA CESTA 56, 1000 LJUBLJANA",46.0654995,14.509837,0.0
"CELARČEVA ULICA 1, 1000 LJUBLJANA",46.0475697,14.4585275,0.0
"BRITOF 266, 4000 KRANJ",46.2612876,14.3890085,0.0
"MAISTROVA ULICA 1, 2380 SLOVENJ GRADEC",46.5038161,15.083347442017738,0.0
"CESTE 9, 3252 ROGATEC",46.22441655,15.70207091732715,0.0
"KAL 56, 6257 PIVKA",45.6693619,14.1658431,0.0
"UNEC 19A, 1381 RAKEK",45.8196135,14.289942605976183,0.0
"MIRCE 21, 5270 AJDOVŠČINA",45.88392135,13.894878241401038,0.0
"LIVADA 8, 1354 HORJUL",46.0205749,14.2977067,0.0
"MARIBORSKA CESTA 9, 2352 SELNICA OB DRAVI",46.5532901,15.5030518,0.0
"BEVKOVA ULICA 5, 5210 DESKLE",46.051339,13.6201282,0.0
"GMAJNA 21G, 2380 SLOVENJ GRADEC",46.5179823,15.0837271,0.0
"DRAGARJEVA ULICA 20, 1230 DOMŽALE",46.147194,14.5965287,0.0
"CESTA 4. JULIJA 81, 8270 KRŠKO",45.9556608,15.4982483,0.0
"NOVI TRG 11, 8000 NOVO MESTO",45.8049069,15.1661404,0.0
"LJUBLJANSKA CESTA 18A, 1330 KOČEVJE",45.6484714,14.8541151,0.0
"ČRNI KAL 50, 6275 ČRNI KAL",45.549419549999996,13.879863624999999,0.0
"SPODNJE BITNJE 23, 4209 ŽABNICA",46.204974,14.3332715,0.0
"PLANINA PRI CERKNEM 51, 5282 CERKNO",46.1232867,14.0080263,0.0
"POD TRŠKO GORO 25, 8000 NOVO MESTO",45.8234584,15.1836531,0.0
"KOROŠKA CESTA 10, 2390 RAVNE NA KOROŠKEM",46.5614879,14.9961632,0.0
"KOROŠKA CESTA 55, 3320 VELENJE",46.3709669,15.0979769,0.0
"MESTNI LOG 15, 8330 METLIKA",45.639504900000006,15.323796699999999,0.0
"SV. FLORIJAN 82A, 3250 ROGAŠKA SLATINA",46.2603863,15.6751346,0.0
"ULICA BRATOV KOMEL 40, 1210 LJUBLJANA - ŠENTVID",46.0955052,14.4734246,0.0
"IŠKA 28, 1292 IG",45.94063725,14.511292575373481,0.0
"KOČEVSKA CESTA 25, 1291 ŠKOFLJICA",45.98067795,14.57677955,0.0
"KIDRIČEVA CESTA 10A, 4260 BLED",46.362115,14.0814781,0.0
"TRŽAŠKA CESTA 59, 6230 POSTOJNA",45.7722241,14.2026311,0.0
"ZAGREBŠKA CESTA 46, 2250 PTUJ",46.407621250000005,15.864235955855309,0.0
"VALVASORJEVA ULICA 38, 2000 MARIBOR",46.5544487,15.636765096165945,0.0
"OB ŽELEZNICI 6, 2325 KIDRIČEVO",46.4011941,15.8137947,0.0
"ZGORNJE BITNJE 186, 4209 ŽABNICA",46.220869500000006,14.339048701634177,0.0
"VIPAVSKA CESTA 6, 5270 AJDOVŠČINA",45.8813897,13.911143247760112,0.0
"VINCARJE 2, 4220 ŠKOFJA LOKA",46.16772955,14.300903602698497,0.0
"ANHOVO 1, 5210 DESKLE",46.06005025,13.623757160981121,0.0
"GRAMOZNA POT 11, 5290 ŠEMPETER PRI GORICI",45.90795035,13.626878698439093,0.0
"STRAHINJ 84, 4202 NAKLO",46.28499575,14.30856410970528,0.0
"GRAD 76, 4207 CERKLJE NA GORENJSKEM",46.2608877,14.4918043,0.0
"LACKOVA CESTA 135, 2341 LIMBUŠ",46.5466863,15.59816301869715,0.0
"KAJUHOVA ULICA 64A, 2310 SLOVENSKA BISTRICA",46.3889632,15.5580418,0.0
"IMENJE 8A, 1251 MORAVČE",46.14141675,14.702173979756774,0.0
"MALA VAS PRI GROSUPLJEM 43, 1290 GROSUPLJE",45.9332884,14.6248107,0.0
"NOVA ULICA 31, 2000 MARIBOR",46.54292325,15.674329849370165,0.0
"TOVARNIŠKA CESTA 36, 1370 LOGATEC",45.9170426,14.2313552,0.0
"GAJSTOVA POT 29, 3230 ŠENTJUR",46.2071126,15.3876176,0.0
"JANEŽOVSKI VRH 45, 2253 DESTRNIK",46.4890629,15.876131144975425,0.0
"FLISOVA ULICA 14, 2311 HOČE",46.4983601,15.6641115,0.0
"DOBJA VAS 119, 2390 RAVNE NA KOROŠKEM",46.5424612,14.9503533,0.0
