,Lokacija,lat,lon
3742,"TOVARNIŠKA CESTA 10, 1370 LOGATEC",45.9170426,14.2313552
3743,"PARTIZANSKA ULICA 23, 6000 KOPER - CAPODISTRIA",45.5303263,13.7429659
3744,"GLAVNI TRG 14, 2000 MARIBOR",46.5578094,15.6456343
3745,"ULICA 25. MAJA 18A, 6258 PRESTRANEK",45.7305846,14.1858552
3746,"ZAGRAD 92A, 3000 CELJE",46.21536935,15.267920199999995
3747,"MARIBORSKA CESTA 3, 2370 DRAVOGRAD",46.590065300000006,15.027065105853993
3748,"LINHARTOVA CESTA 17, 1000 LJUBLJANA",46.0647069,14.5148313
3749,"JAVORNIK 56, 2390 RAVNE NA KOROŠKEM",46.5426127,14.9719719
3750,"HAFNARJEVA POT 31A, 4000 KRANJ",46.22825925,14.3435721
3751,"POSLOVNA CONA A 32, 4208 ŠENČUR",46.2370091,14.408724666595198
3752,"ŠEMPAS 161A, 5261 ŠEMPAS",45.93035625,13.73989050313189
3753,"STRMCA 22A, 6230 POSTOJNA",45.8312095,14.2005444
3754,"SLOMŠKOVA ULICA 10, 3215 LOČE",46.30060385,15.505193327090163
3755,"ZIKOVA ULICA 2, 1241 KAMNIK",46.2156665,14.6038636
3756,"NA FARI 50, 2391 PREVALJE",46.5473827,14.927258522708623
3757,"PRI UNIONU 32, 1330 KOČEVJE",45.64504335,14.852841641285714
3758,"LACKOVA CESTA 78A, 2000 MARIBOR",46.5408946,15.607385699879714
3759,"JURČIČEVA ULICA 11, 2250 PTUJ",46.4044906,15.8545039
3760,"JEŽA 93A, 1231 LJUBLJANA - ČRNUČE",46.1032277,14.5459091
3761,"BODONCI 84, 9265 BODONCI",46.74267424999999,16.098228553105862
3762,"CESTA V MESTNI LOG 46, 1000 LJUBLJANA",46.038329,14.49376939660745
3763,"DELAVSKA ULICA 40, 2327 RAČE",46.4496259,15.6696057
3764,"PTUJSKA CESTA 56, 2000 MARIBOR",46.5375294,15.6561091
3765,"KRELJEVA ULICA 8, 6000 KOPER - CAPODISTRIA",45.5473838,13.7325928
3766,"GORAZDOVA ULICA 15, 1000 LJUBLJANA",46.0730998,14.488158153719096
3767,"SPODNJE DOBRENJE 41D, 2211 PESNICA PRI MARIBORU",46.6094557,15.66230195
3768,"TESTENOVA ULICA 51, 1234 MENGEŠ",46.1507287,14.56414765
3769,"LITOSTROJSKA CESTA 40C, 1000 LJUBLJANA",46.0737502,14.4860868
3770,"SPODNJA KORENA 5A, 2241 SPODNJI DUPLEK",46.503672,15.77398
3771,"OREHOVA CESTA 26, 2312 OREHOVA VAS",46.4723992,15.66601839325854
3772,"RAVNE 103C, 3325 ŠOŠTANJ",46.3979758,15.0613116
3773,"VOJKOVA CESTA 73, 1000 LJUBLJANA",46.07768795,14.51879748316995
3774,"USNJARSKA CESTA 24, 1275 ŠMARTNO PRI LITIJI",46.0378422,14.8435098
3775,"SEČA 159, 6320 PORTOROŽ - PORTOROSE",45.4999811,13.588919
3776,"RAKOVNIŠKA ULICA 6, 1000 LJUBLJANA",46.0368923,14.5232455
3777,"DELAVSKA ULICA 30, 9226 MORAVSKE TOPLICE",46.6882924,16.217713422411876
3778,"NA VASI 38, 5281 SPODNJA IDRIJA",46.0316712,14.0248921
3779,"LJUBLJANSKA CESTA 10A, 1236 TRZIN",46.131927,14.562325263846834
3780,"VEROVŠKOVA ULICA 45, 1000 LJUBLJANA",46.0674585,14.496814
3781,"HRASTJE OB BISTRICI 2A, 3256 BISTRICA OB SOTLI",46.062585,15.6552753
3782,"LIPICA 23A, 6210 SEŽANA",45.667971,13.8830679
3783,"LONČARJEV DOL 15D, 8290 SEVNICA",46.0122664,15.3435356
3784,"PANONSKA ULICA 5, 2250 PTUJ",46.4238851,15.87349725
3785,"KRIŽEVCI PRI LJUTOMERU 10, 9242 KRIŽEVCI PRI LJUTOMERU",46.563169,16.139728650998222
3786,"BRDINJE 87, 2390 RAVNE NA KOROŠKEM",46.5443612,14.9848915
3787,"DOLNJA LOKVICA 9, 8330 METLIKA",45.6726401,15.2852875
3788,"VRTNARSKA POT 2, 2250 PTUJ",46.415471,15.87907678050258
3789,"PARTIZANSKA CESTA 77, 6210 SEŽANA",45.70384965,13.851349493193323
3790,"ZELENA POT 10, 1000 LJUBLJANA",46.0402565,14.4968411
3791,"ŠALEK 81, 3320 VELENJE",46.36314655,15.126697342742844
3792,"RAZORI 1, 1356 DOBROVA",46.0512625,14.4353061
3793,"CESTA NA FUŽINE 1, 8233 MIRNA",45.951757650000005,15.06066407482828
3794,"SVETI JURIJ 27A, 9262 ROGAŠOVCI",46.79598585,16.042676200000002
3795,"ŠOLSKA POT 1, 1370 LOGATEC",45.9167188,14.2298662
3796,"KOSESKEGA CESTA 1A, 1225 LUKOVICA",46.1675462,14.694945554863768
3797,"SEDEJEVA ULICA 7, 5000 NOVA GORICA",45.9604813,13.6511251
3798,"STARA GORA 12B, 9244 SVETI JURIJ OB ŠČAVNICI",46.5487404,16.03147050178669
3799,"CESTA K TAMU 61, 2000 MARIBOR",46.5252573,15.6592649
3800,"POT NA RAKOVO JELŠO 7, 1000 LJUBLJANA",46.0334554,14.5020428
3801,"BARAGOV TRG 1, 8210 TREBNJE",45.9072286,15.0058709
3802,"EINSPIELERJEVA ULICA 26, 2000 MARIBOR",46.562532700000006,15.6630633
3803,"PARTIZANSKA CESTA 63A, 6210 SEŽANA",45.7056155,13.863235259612342
3804,"DRAGOTINCI 30A, 9244 SVETI JURIJ OB ŠČAVNICI",46.5828465,16.032757778044985
3805,"GRENC 19, 4220 ŠKOFJA LOKA",46.1725497,14.3208228
3806,"TRENTA 85, 5232 SOČA",46.4327331,13.744569244235691
3807,"CELJSKA CESTA 60, 3212 VOJNIK",46.2865121,15.3039631
3808,"ŠLANDROVA ULICA 26, 3250 ROGAŠKA SLATINA",46.243016,15.6304971
3809,"GLOBOKO 8E, 3272 RIMSKE TOPLICE",46.1239392,15.2054793
3810,"TRATA 35, 4220 ŠKOFJA LOKA",46.1736592,14.3426153
3811,"SVETČEVA ULICA 1, 1234 MENGEŠ",46.17164605,14.57524909349377
3812,"TRG ZBORA ODPOSLANCEV 56, 1330 KOČEVJE",45.6371595,14.8601496
3813,"PEČARJEVA ULICA 4, 1410 ZAGORJE OB SAVI",46.1334542,14.9915052
3814,"NASPERSKA POT 33, 1000 LJUBLJANA",46.03223545,14.439215813183072
3815,"SLAPE 132, 1260 LJUBLJANA - POLJE",46.0505059,14.585521
3816,"ŠUTNA 39, 1241 KAMNIK",46.221722,14.60657
3817,"NASIPNA ULICA 2, 2234 BENEDIKT",46.60890895,15.892389762973488
3818,"VESELOVA ULICA 12, 1000 LJUBLJANA",46.05099235,14.497218716253736
3819,"STRITARJEVA ULICA 14, 2000 MARIBOR",46.5537659,15.6218971
3820,"KAJUHOVA ULICA 6A, 2000 MARIBOR",46.56301515,15.638477153564274
3821,"NOTRANJSKA CESTA 16, 1360 VRHNIKA",45.9616645,14.2793077
3822,"JADRANSKA ULICA 21, 1000 LJUBLJANA",46.042252,14.4905561
3823,"POPOVIČEVA ULICA 10, 2000 MARIBOR",46.5472202,15.63467170601718
3824,"KERENČIČEV TRG 8, 2270 ORMOŽ",46.4070025,16.149176053337776
3825,"SELNICA OB MURI 99, 2215 CERŠAK",46.690357,15.6799772
3826,"UNEC 25, 1381 RAKEK",45.81897875,14.288026959860058
3827,"BRESTOVICA PRI KOMNU 43A, 6223 KOMEN",45.8149544,13.6285463
3828,"SLATINA 35A, 3327 ŠMARTNO OB PAKI",46.3333114,15.0274055
3829,"POLJANSKA CESTA 20, 1000 LJUBLJANA",46.0498534,14.516225
3830,"STARI TRG 3, 8230 MOKRONOG",45.9434934,15.1453408
3831,"OBREŽ 84, 2277 SREDIŠČE OB DRAVI",46.39787205,16.24485527520295
3832,"ŽALNA 51, 1290 GROSUPLJE",45.9421,14.7066723
3833,"ČATEŽ 16, 8212 VELIKA LOKA",45.9565165,14.9562201
3834,"FLORJAN PRI GORNJEM GRADU 46, 3342 GORNJI GRAD",46.3208285,14.8092605
3835,"CESTA SIMONA BLATNIKA 24, 3320 VELENJE",46.3689976,15.0929656
3836,"KUTINCI 5, 9244 SVETI JURIJ OB ŠČAVNICI",46.5480673,15.995531027064049
3837,"SPODNJA SORICA 8, 4229 SORICA",46.2121218,14.0458296
3838,"BREZNICA 6A, 4274 ŽIROVNICA",46.3963416,14.1509032
3839,"OBRTNIŠKA ULICA 33, 8210 TREBNJE",45.9086706,15.0247586
3840,"TRG 4. JULIJA 67, 2370 DRAVOGRAD",46.590428,15.0165499
3841,"DOGOŠKA CESTA 133, 2000 MARIBOR",46.52729685,15.691165913141225
3842,"DUPLEŠKA CESTA 10, 2000 MARIBOR",46.5418322,15.682049027731892
3843,"MALA LOKA 2A, 8212 VELIKA LOKA",45.9417117,14.9612654
3844,"PARTIZANSKA ULICA 52A, 9000 MURSKA SOBOTA",46.615182,16.14719464673084
3845,"CESTE 80, 3252 ROGATEC",46.223155000000006,15.72332910105973
3846,"KERSNIKOVA CESTA 1, 3320 VELENJE",46.36293305,15.108697992938968
3847,"GABROVKA 30, 1274 GABROVKA",46.000639500000005,14.98791753590604
3848,"STOJNCI 136C, 2281 MARKOVCI",46.37620405,15.981176695120563
3849,"JASKOVA ULICA 2, 2000 MARIBOR",46.5345528,15.65378255
3850,"ULICA 15.MAJA 18, 6000 KOPER - CAPODISTRIA",45.53982285,13.724976518374348
3851,"STRUŽEVO 88, 4000 KRANJ",46.2509459,14.3436076
3852,"CESTA STANETA ŽAGARJA 65, 4000 KRANJ",46.24184075,14.3749283502752
3853,"MIREN 222B, 5291 MIREN",45.88607415,13.59949359172079
3854,"SPODNJI TRG 19, 4220 ŠKOFJA LOKA",46.164116,14.3085118
3855,"PRIHOVA 15, 2317 OPLOTNICA",46.3702302,15.4871276
3856,"TRUBARJEVO NABREŽJE 1A, 3270 LAŠKO",46.1532679,15.2356763
3857,"KIDRIČEVA ULICA 12, 8270 KRŠKO",45.9584044,15.502656472673737
3858,"ŠOLSKA ULICA 3, 3210 SLOVENSKE KONJICE",46.33805815,15.419618452361592
3859,"GORENJSKA CESTA 21, 1310 RIBNICA",45.7420202,14.724266209122748
3860,"CESTA PREKOMORSKIH BRIGAD 56, 5290 ŠEMPETER PRI GORICI",45.93171,13.639050250000004
3861,"NEMČAVCI 64, 9000 MURSKA SOBOTA",46.67027245,16.183198309950058
3862,"ŠPINDLERJEVA ULICA 2A, 2310 SLOVENSKA BISTRICA",46.3883745,15.568476329082126
3863,"ULICA 25. MAJA 2A, 2250 PTUJ",46.42768555,15.870118861510102
3864,"AŠKERČEVA ULICA 2, 8270 KRŠKO",45.95498285,15.4972401
3865,"DEPALA VAS 48, 1230 DOMŽALE",46.131702,14.5715955
3866,"HOLCERJEVA ULICA 27, 2204 MIKLAVŽ NA DRAVSKEM POLJU",46.4869596,15.689806999008583
3867,"ZGORNJA PRISTAVA 4, 3210 SLOVENSKE KONJICE",46.3425776,15.3991992
3868,"VALVASORJEVA ULICA 42, 2000 MARIBOR",46.5547031,15.6356719
3869,"GRAJENA 16, 2250 PTUJ",46.4695493,15.8314436
3870,"ULICA DANILA BUČARJA 2, 8000 NOVO MESTO",45.8181327,15.158525
3871,"DROŽANJSKA CESTA 39, 8290 SEVNICA",46.0182837,15.3098306
3872,"MENGEŠKA CESTA 14B, 1236 TRZIN",46.1333206,14.565162
3873,"PODSKRAJNIK 70, 1380 CERKNICA",45.7952471,14.3419515
3874,"FAMLJE 27, 6217 VREMSKI BRITOF",45.6572828,14.0295962
3875,"KARANTANSKA CESTA 8, 1230 DOMŽALE",46.1373463,14.5966470148205
3876,"POTOK PRI KOMENDI 11, 1218 KOMENDA",46.20375825,14.524446754806393
3877,"CESTA XIV. DIVIZIJE 20A, 2000 MARIBOR",46.5513793,15.662017
3878,"GORNJI PETROVCI 33A, 9203 PETROVCI",46.8052434,16.218160151326288
3879,"SPODNJA ŠČAVNICA 20, 9250 GORNJA RADGONA",46.6517422,15.92458646689736
3880,"ULICA MIRKA VADNOVA 5, 4000 KRANJ",46.244601450000005,14.3720934356726
3881,"ULICA IX. KORPUSA 5, 6310 IZOLA - ISOLA",45.5301616,13.6609858
3882,"HARDEK 40C, 2270 ORMOŽ",46.40980125,16.158939219859874
3883,"ŽELEZARSKA CESTA 9, 3220 ŠTORE",46.2206013,15.3210776
3884,"BELEHARJEVA CESTA 28A, 4208 ŠENČUR",46.2398324,14.4248674
3885,"MLAKA PRI KOČEVJU 37, 1332 STARA CERKEV",45.661854,14.8497048
3886,"CESTA RADOMELJSKE ČETE 55, 1235 RADOMLJE",46.1798039,14.62469681880616
3887,"OBREŽJE 3, 1330 KOČEVJE",45.6262569,14.8741385
3888,"NUŠIČEVA ULICA 2, 3000 CELJE",46.2386818,15.2664376
3889,"CESTA KOZJANSKEGA ODREDA 25A, 3230 ŠENTJUR",46.2153705,15.397481
3890,"KRNICA 14, 3334 LUČE",46.355469,14.7570355
3891,"TRŽAŠKA CESTA 545, 1351 BREZOVICA PRI LJUBLJANI",46.023144,14.4094962
3892,"MELJSKI DOL 7, 2000 MARIBOR",46.56814515,15.66148411913476
3893,"KOSESKEGA ULICA 1A, 1000 LJUBLJANA",46.0393935,14.4965055
3894,"MALIJA 155, 6310 IZOLA - ISOLA",45.5107703,13.633704
3895,"ŠLANDROV TRG 20A, 3310 ŽALEC",46.2517082,15.1672492
3896,"BEZJE 14, 4280 KRANJSKA GORA",46.4888425,13.793296955231307
3897,"LJUBLJANSKA CESTA 102, 1230 DOMŽALE",46.1399153,14.5940993
3898,"GORNJA KOŠANA 65, 6256 KOŠANA",45.6639198,14.1151115
3899,"VEGOVA ULICA 3, 9000 MURSKA SOBOTA",46.65389455,16.17064747009637
3900,"POD JEŽAMI 5, 1000 LJUBLJANA",46.0575353,14.52814613184252
3901,"ULICA LACKOVE ČETE 33, 2250 PTUJ",46.4301641,15.8816888
3902,"TREMERJE 2, 3000 CELJE",46.1985618,15.2346673
3903,"BORAČEVA 46, 9252 RADENCI",46.6404788,16.023292205919393
3904,"PRELOVČEVA ULICA 9, 5280 IDRIJA",46.0007097,14.018908451572326
3905,"TRG DAVORINA JENKA 13, 4207 CERKLJE NA GORENJSKEM",46.2531364,14.487450527443832
3906,"MIRCE 12, 5270 AJDOVŠČINA",45.88156525,13.899490372646376
3907,"SAVSKA CESTA 28, 4240 RADOVLJICA",46.3377962,14.1834614
3908,"CELJSKA CESTA 11, 3210 SLOVENSKE KONJICE",46.3392835,15.4214305
3909,"AJŠEVICA 33, 5000 NOVA GORICA",45.9485324,13.69377
3910,"KREMPLOVA ULICA 2, 2000 MARIBOR",46.5609158,15.6642617
3911,"ZLATNARJEVA POT 16, 4000 KRANJ",46.232182,14.339684
3912,"ČINŽAT 23, 2343 FALA",46.5455707,15.4447029
3913,"ŠMARTINSKA CESTA 196, 1000 LJUBLJANA",46.0597989,14.5206727
3914,"KRVAVI POTOK 19, 6240 KOZINA",45.619552,13.908971188629682
3915,"HRASTOVA ULICA 18, 1230 DOMŽALE",46.1284205,14.6034052
3916,"CESTA 8. MAJA 5, 1358 LOG PRI BREZOVICI",46.0060808,14.3494587
3917,"LIMINJANSKA CESTA 94B, 6320 PORTOROŽ - PORTOROSE",45.5073751,13.61427505
3918,"ROJČEVA ULICA 16, 1000 LJUBLJANA",46.0568536,14.5333456
3919,"ŠMARTNO OB PAKI 137A, 3327 ŠMARTNO OB PAKI",46.3308987,15.0319451
3920,"ŠMARTINSKA CESTA 218C, 1260 LJUBLJANA - POLJE",46.0759855,14.5674681
3921,"KANDIJSKA CESTA 14, 8000 NOVO MESTO",45.8013412,15.166669114352956
3922,"OZKA ULICA 3, 3000 CELJE",46.2285665,15.2635875
3923,"JANEČE 1, 2390 RAVNE NA KOROŠKEM",46.5428218,14.9508879
3924,"CESTA V RASTKE 38, 3333 LJUBNO OB SAVINJI",46.3431687,14.8339159
3925,"AMBROŽEV TRG 7, 1000 LJUBLJANA",46.0496025,14.5174454
3926,"SPLITSKA ULICA 38, 3320 VELENJE",46.3587153,15.1278073
3927,"ORLE 27, 1291 ŠKOFLJICA",46.0112192,14.577896
3928,"ŽNIDARČIČEVA ULICA 23, 5290 ŠEMPETER PRI GORICI",45.9258072,13.6319068
3929,"KOLODVORSKA CESTA 22, 6257 PIVKA",45.68117045,14.194954052092513
3930,"GROBELNO - DEL 66, 3231 GROBELNO",46.21226085,15.442634187036166
3931,"TOMAJ 16, 6221 DUTOVLJE",45.7509422,13.8354803
3932,"STANEŽIČE 10, 1210 LJUBLJANA - ŠENTVID",46.10409405,14.442240257922869
3933,"KRANJČEVA ULICA 4, 9220 LENDAVA - LENDVA",46.56353225,16.4539071
3934,"BAKOVSKA ULICA 1, 9000 MURSKA SOBOTA",46.65600415,16.170452121049905
3935,"POREBER 1A, 1241 KAMNIK",46.2399795,14.6636452
3936,"ZVEZNA ULICA 4, 9000 MURSKA SOBOTA",46.6586769,16.1628558
3937,"KOROŠKA CESTA 46, 3320 VELENJE",46.3709669,15.0979769
3938,"TRAJANOVA ULICA 11, 2250 PTUJ",46.41721535,15.8522983
3939,"VRTOJBENSKA CESTA 79, 5290 ŠEMPETER PRI GORICI",45.9219701,13.641657396217656
3940,"CESTA BRATOV MRAVLJAKOV 13, 3320 VELENJE",46.3624604,15.1189176
3941,"MARKIŠAVCI 16E, 9000 MURSKA SOBOTA",46.68457805,16.16532197532327
3942,"STRAŽGONJCA 42B, 2331 PRAGERSKO",46.4061637,15.68819912137031
3943,"KAMNIŠKA CESTA 52, 1241 KAMNIK",46.19981,14.5937339
3944,"CESTA MARŠALA TITA 8, 4270 JESENICE",46.43625485,14.05842435
3945,"POD JEŽAMI 24, 1000 LJUBLJANA",46.0583318,14.5278394
3946,"KOROŠKA CESTA 6B, 2390 RAVNE NA KOROŠKEM",46.5614879,14.9961632
3947,"PIPANOVA CESTA 13A, 4208 ŠENČUR",46.2455273,14.4200661
3948,"MEDLOG 7A, 3000 CELJE",46.2503058,15.2305579
3949,"ARKOVA ULICA 7, 5280 IDRIJA",46.00347535,14.029246311282098
3950,"CESTA 24. JUNIJA 23, 1231 LJUBLJANA - ČRNUČE",46.0968364,14.529404
3951,"ŠIŠENSKA CESTA 36, 1000 LJUBLJANA",46.0681188,14.4769428
3952,"ULICA SALLAUMINES 8, 1420 TRBOVLJE",46.1545176,15.051393
3953,"BAČ PRI MATERIJI 4, 6242 MATERIJA",45.5800614,13.9960242
3954,"DOLNJA BISTRICA 140A, 9232 ČRENŠOVCI",46.5419746,16.294711347800792
3955,"GASILSKA CESTA 3, 1410 ZAGORJE OB SAVI",46.1323787,14.998075
3956,"ULICA PREGNANCEV 6, 1210 LJUBLJANA - ŠENTVID",46.0951457,14.470379535963891
3957,"POTOK 4A, 1336 KOSTEL",45.4753369,14.8736352
3958,"VELUŠČKOVA ULICA 8, 6310 IZOLA - ISOLA",45.5321764,13.6632652
3959,"ULICA 15.MAJA 19D, 6000 KOPER - CAPODISTRIA",45.536611,13.7293935
3960,"ŠARANOVIČEVA CESTA 19, 1230 DOMŽALE",46.14775575,14.609951810989024
3961,"MAGISTROVA ULICA 1, 1000 LJUBLJANA",46.0729948,14.49643
3962,"KRMELJ 39, 8296 KRMELJ",45.98068,15.1849251
3963,"LOKA 5B, 2205 STARŠE",46.4815825,15.7410182
3964,"PROSENIŠKO 71, 3230 ŠENTJUR",46.2372211,15.3391564
3965,"TURJAŠKO NASELJE 6, 1330 KOČEVJE",45.6425886,14.8540948
3966,"LANDOL 15, 6230 POSTOJNA",45.7930076,14.1331474
3967,"ULICA MERSIJEV 15, 3252 ROGATEC",46.2274565,15.6994306
3968,"AŠKERČEV TRG 12, 3240 ŠMARJE PRI JELŠAH",46.2284262,15.519280146231424
3969,"SREDNJEVAŠKA ULICA 77, 1291 ŠKOFLJICA",46.0035729,14.561902406946976
3970,"CELOVŠKA CESTA 122, 1000 LJUBLJANA",46.0706882,14.489393032532984
3971,"ULICA PREKMURSKE ČETE 29, 9232 ČRENŠOVCI",46.56883935,16.29255955
3972,"CIGONCA 48, 2310 SLOVENSKA BISTRICA",46.3711258,15.5647172
3973,"ROVTE 4, 1373 ROVTE",45.9736351,14.1763434
3974,"PREDENCA 9, 3240 ŠMARJE PRI JELŠAH",46.223041,15.5202543
3975,"LJUBLJANSKA CESTA 50A, 3000 CELJE",46.23571795,15.246009791219372
3976,"AVTOMOBILSKA ULICA 14, 2000 MARIBOR",46.52131965,15.673989337283071
3977,"SVINO 22A, 5222 KOBARID",46.2397524,13.5663179
3978,"ROGAŠKA CESTA 42, 3240 ŠMARJE PRI JELŠAH",46.231489,15.5269921
3979,"OB DOLENJSKI ŽELEZNICI 122, 1000 LJUBLJANA",46.02825085,14.53198355
3980,"KOLODVORSKA CESTA 13, 8340 ČRNOMELJ",45.5719089,15.1924774
3981,"CESTA OSVOBODILNE FRONTE 46, 1420 TRBOVLJE",46.1669379,15.0457113
3982,"DOLENJSKA CESTA 82, 1000 LJUBLJANA",46.0359644,14.5230663
3983,"TUNJICE 25, 1241 KAMNIK",46.2273224,14.5780769
3984,"JELOVICE 45, 2322 MAJŠPERK",46.3129909,15.7524563
3985,"ČERMOŽIŠE 45B, 2287 ŽETALE",46.2732198,15.789556722685186
3986,"ZAKL 6A, 3303 GOMILSKO",46.2521975,15.0444296
3987,"POSAVEC 27, 4244 PODNART",46.3111873,14.2402933
3988,"PODBRDO 60C, 5243 PODBRDO",46.2060459,13.959782044172186
3989,"CESTA JAKA PLATIŠE 18, 4000 KRANJ",46.2365682,14.3732016
3990,"FRANKOLOVO 12A, 3213 FRANKOLOVO",46.32830195,15.316226276447855
3991,"KOZJE 64, 3260 KOZJE",46.0772947,15.5586444
3992,"CESTA NA RUPO 16, 4000 KRANJ",46.2638998,14.3583637
3993,"KIDRIČEVA ULICA 1, 9220 LENDAVA - LENDVA",46.56150905,16.454857950625474
3994,"MAISTROVA ULICA 2, 2212 ŠENTILJ V SLOV. GORICAH",46.67850485,15.653278753723791
3995,"BINKELJ 50, 4220 ŠKOFJA LOKA",46.1748147,14.2953356
3996,"ULICA 15. APRILA 23, 8257 DOBOVA",45.9001895,15.6523203
3997,"JAKOB PRI ŠENTJURJU 24, 3230 ŠENTJUR",46.1921681,15.4044056
3998,"DOL 1, 3342 GORNJI GRAD",46.2877442,14.7855071
3999,"OIC - HRPELJE 31, 6240 KOZINA",45.60434305,13.937246219124695
4000,"TRG ALFONZA ŠARHA 6, 2310 SLOVENSKA BISTRICA",46.39570755,15.574216216781586
4001,"BELOKRANJSKA CESTA 49, 8000 NOVO MESTO",45.7953115,15.1806625
4002,"VELIKA KOSTREVNICA 39, 1275 ŠMARTNO PRI LITIJI",46.0287743,14.8701172
4003,"CESTA V ŠMARTNO 41, 1000 LJUBLJANA",46.0756989,14.5555155
4004,"PREKORJE 48, 3211 ŠKOFJA VAS",46.2642224,15.2832775
4005,"PUGLJEVA ULICA 2, 1000 LJUBLJANA",46.0549624,14.5345724
4006,"LJUBLJANSKA CESTA 39, 1236 TRZIN",46.1314583,14.5612366
4007,"CELOVŠKA CESTA 177, 1000 LJUBLJANA",46.0566647,14.5014467
4008,"ZGORNJE PIRNIČE 37B, 1215 MEDVODE",46.1401385,14.4286912
4009,"VARPOLJE 56, 3332 REČICA OB SAVINJI",46.3167925,14.9083678
4010,"MAISTROVA ULICA 16, 2360 RADLJE OB DRAVI",46.612729650000006,15.22147275371988
4011,"GLAVNI TRG 15, 5271 VIPAVA",45.84571015,13.961570982877632
4012,"BOLEHNEČICI 4A, 9244 SVETI JURIJ OB ŠČAVNICI",46.5503998,16.0529291
4013,"CANKARJEVA ULICA 26, 6250 ILIRSKA BISTRICA",45.5641101,14.2484244
4014,"GABROVKA 14, 1274 GABROVKA",45.9957345,14.976201854349402
4015,"GRUDNOVO NABREŽJE 15, 1000 LJUBLJANA",46.0441859,14.5066661
4016,"PRISTAVA 14A, 3212 VOJNIK",46.2748517,15.3319933
4017,"KARDELJEVA PLOŠČAD 27A, 1000 LJUBLJANA",46.0738644,14.5126867
4018,"LUČE 117A, 3334 LUČE",45.9196447,14.730566575913937
4019,"MARTINOVA POT 6, 1000 LJUBLJANA",46.1126858,14.4644438
4020,"TRŽNA ULICA 3, 1000 LJUBLJANA",46.0642535,14.493595836564356
4021,"STARI TRG 36, 8230 MOKRONOG",45.9434934,15.1453408
4022,"PLANINA 100, 6232 PLANINA",45.82914475,14.249539606089684
4023,"PRUŠNIKOVA ULICA 3A, 2000 MARIBOR",46.5430048,15.62877025
4024,"PODBEVŠKOVA ULICA 3, 8000 NOVO MESTO",45.80372175,15.194142546200345
4025,"LOVRENC NA DRAVSKEM POLJU 37D, 2324 LOVRENC NA DRAVSKEM POLJU",46.3799901,15.7891693
4026,"VELIKI GABER 100, 8213 VELIKI GABER",45.9373321,14.9084499
4027,"CELJSKA CESTA 4, 3320 VELENJE",46.3554795,15.1163837
4028,"CESTA V ZAJČJO DOBRAVO 7, 1260 LJUBLJANA - POLJE",46.0646343,14.5865509
4029,"ARCLIN 62C, 3211 ŠKOFJA VAS",46.2702689,15.2912645
4030,"AJŠEVICA 81, 5000 NOVA GORICA",45.9485324,13.69377
4031,"CVETKOVCI 50, 2273 PODGORCI",46.4141803,16.065430400823274
4032,"LOG 4, 2345 BISTRICA OB DRAVI",46.5452562,15.5494404
4033,"VODENSKA CESTA 51, 1420 TRBOVLJE",46.14495595,15.03863260340228
4034,"ZLOGANJE 36, 8275 ŠKOCJAN",45.9161008,15.2886862
4035,"KOPRIVNICA 2, 8282 KOPRIVNICA",46.0347117,15.5410221
4036,"SUBOTIŠKA CESTA 12, 3320 VELENJE",46.3661565,15.1014917
4037,"NOTRANJSKA CESTA 2, 1370 LOGATEC",45.91670715,14.22765705325568
4038,"RABELČJA VAS 15, 2250 PTUJ",46.4326228,15.87413493205609
4039,"GERBIČEVA ULICA 9A, 1000 LJUBLJANA",46.0408137,14.496027053244248
4040,"NA TRATAH 17, 3330 MOZIRJE",46.3387643,14.962073101268937
4041,"FRANCETOVA CESTA 16, 2380 SLOVENJ GRADEC",46.5112672,15.0803572
4042,"BREZINA 102, 8250 BREŽICE",45.9268575,15.5939722
4043,"POLJANSKA CESTA 39, 4220 ŠKOFJA LOKA",46.1631768,14.3067165
4044,"GORENJE VRHPOLJE 94, 8310 ŠENTJERNEJ",45.8146008,15.3276201
4045,"TRG 4. JULIJA 4, 2370 DRAVOGRAD",46.5896499,15.02458875753149
4046,"KOCLJEVA ULICA 10, 9000 MURSKA SOBOTA",46.660052,16.16315539439655
4047,"KOCLJEVA ULICA 5, 9000 MURSKA SOBOTA",46.6601424,16.1639294
4048,"OB POTOKU 52A, 1000 LJUBLJANA",46.0427492,14.5446157
4049,"BISTRIŠKA CESTA 52, 2319 POLJČANE",46.3134645,15.5774663
4050,"OPEKARSKA CESTA 27, 1000 LJUBLJANA",46.0377508,14.505620701994689
4051,"KIDRIČEVA ULICA 20, 5000 NOVA GORICA",45.9568774,13.6473093
4052,"KERENČIČEV TRG 5A, 2270 ORMOŽ",46.4071755,16.1490311
4053,"DOBJA VAS 186B, 2390 RAVNE NA KOROŠKEM",46.5424612,14.9503533
4054,"VOLČE 98, 5220 TOLMIN",46.1759958,13.7083369
4055,"PERIČEVA ULICA 25, 1000 LJUBLJANA",46.06612815,14.511277872146056
4056,"DVOR 4A, 1275 ŠMARTNO PRI LITIJI",46.0203795,14.8733291
4057,"NAZORJEVA ULICA 2, 1000 LJUBLJANA",46.052464,14.505765
4058,"PRISTAVA PRI POLH. GRADCU 16, 1355 POLHOV GRADEC",46.0671214,14.3175714
4059,"SPODNJE PRELOGE 4, 3210 SLOVENSKE KONJICE",46.3437807,15.4087453
